,BlockerId,BlockedId
5098,SIC,354174,"TD19-10: SPLUNK HA Update IETMs, Task Analysis, etc"
5074,SIC,354680,TD19-10: Implement SPLUNK HA for Site
4867,SIC,360622,Update other File Transferring equipment to use new Tectia Solution
4813,SIC,363379,Include additional frequency profile data in Splunk index
4798,SIC,363450,Perform Automatic Aging of Aggregate Plan Data Used by PlanProvApp
4734,SIC,364221,MPC for Problem 359932 found in EAD 11 Deliveries
4599,SIC,370923,Provide ADNS HAIPE Routability within IP Teleport Splunk Dashboard
4502,SIC,375515,Define Splunk Version Update Path Forward
4428,SIC,379761,FM Whitelist updates for PI 14: Update whitelist and filter logic
4378,SIC,381053,Update Splunk to Version TBD
4361,SIC,381524,Reduce Provisioning Bridge Database Contention
4258,SIC,383337,Investigate Distributed File System Replication (DFSR) on TPM Servers
4224,SIC,383958,Bulk Planning SAR Input Enhancement
4206,SIC,384084,OBS - HW: Design and Implement changes to FM System (Netcool) for Nutanix HW and Application VMs
4135,SIC,384943,Expand Instrumentation Status in SA Dashboards
4118,SIC,385208,Implement Routine PPA Database Admin Tasks
4078,SIC,385632,FM Whitelist updates for PI 15: Update whitelist and filter logic
3705,SIC,392743,High Dev Risk -  ATO Generic Unix STIG SVD Findings - (Solaris)
3390,SIC,396712,Add/update IETM alarm recovery procedures for CORE/GIS alarms [Non-O-Level]
3389,SIC,396714,IETM alarm recovery procedures for NMS alarms [O-Level - Needs Updates]
3197,SIC,1000471,Implement Profile Portability
3081,SIC,1001248,OTAP issues due to intermittent locks on caller records
3072,SIC,1001263,Address KMS Issues (pre-KMS Obsolescence)
2515,SIC,1006843,Define MUOS Guard Updates/Process for File Based Data
2453,SIC,1007167,Preliminary Design of NMS Guard Updates for File Based Data
2405,SIC,1007394,Splunk Domain Update
2100,SIC,1008506,Troubleshooting & Recovery Procedures for Splunk HA Nutanix
1513,SIC,1013016,Implement Bulk Edit of User Service Profiles
1497,SIC,1013063,Periodically notify MFTs to perform OTA-FT
1461,SIC,1013234,OBS - PPA Prototyping
1365,SIC,1013541,KMS State Machine related issues
1045,SIC,1014252,Notify MFTs to perform OTA-FT following bootstrap OTA-FT (trouble ticket  INC000004670352)
555,SIC,1016383,FM Whitelist updates for PI 16: Update whitelist and filter logic
16,SIC,1018690,Provide O-Level Support of CSCF/HSS Alarms
7647,System Engineering,213598,Fix Issues with Multiple Group SARs (MOT&E Finding E-03)
7643,System Engineering,216376,Intersite Link Traffic History
7642,System Engineering,216380,Context Specific Help (Bridge Gap from SA to IETM)
7641,System Engineering,216388,Add Ruthless Preemption to the WCDMA Congestion Screens
7640,System Engineering,216437,Compare Congestion Indicators and AARM Thresholds Over Time
7639,System Engineering,216473,Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic
7635,System Engineering,216556,AddMe GSL Improvements
7634,System Engineering,216566,Improve RCG IA Posture for Non GD Controlled SW
7633,System Engineering,216584,MUOS Does not detect CT-CT outages or failures in the DISA network connecting MUOS Ground Sites
7630,System Engineering,216602,Static IP:  Remove Original IP Addresses
7624,System Engineering,216651,Provide automated testing of the Group provisioning so that I can identify and isolate infrequent errors to improve reliability.
7597,System Engineering,217606,Upgrade to Better Map Visualization Capability
7586,System Engineering,219386,"DoD PKI Certificate Update Procedures are Error Prone, Inefficient, and Labor Intensive"
7572,System Engineering,220531,Radio failure metrics (Call Banks)
7567,System Engineering,220668,(Enabler) FACH with AM & UM traffic: performance & robustness testing
7561,System Engineering,221218,Analyze use of ETISP configuration utility during site alignment (Enabler)
7557,System Engineering,221695,Enhance SA for GDS Registration Failures (Enabler)
7530,System Engineering,226024,Investigate rebuilding U2B BLER test system (Enabler)
7526,System Engineering,227601,Obtain Government approval to operate MUOS Transec Controller (MTC) and classified Anti-Jam modem in GD's Scottsdale lab (moved from LM SIL)
7507,System Engineering,232209,Transition the ipworks server dns and dhcp functions to a supportable device to reduce foot print and increase efficiency
7495,System Engineering,232353,NMS: Update INIT Message response to prevent RNC Out of Sync conditions after Install - Long Term Fix
7494,System Engineering,232354,Provide repository for site support personnel identifying service interruptions or outages per CI
7492,System Engineering,232525,Improve group data/multicast suitability: application performance testing of WF buffering improvements
7490,System Engineering,233083,Create Plan for Developing the Next Generation Analysis Engine
7482,System Engineering,233338,"Enhance the ""alarm tracker"" tool to automate daily snapshots against current whitelist"
7480,System Engineering,233717,Enable FACH switching for IP UM/streaming services
7479,System Engineering,233718,Enable FACH switching with PtX established while NOT congested
7443,System Engineering,236358,Standard Operating Procedure and Manual for SIPRNET Access
7414,System Engineering,243140,PKI ECDSA-256 operational certificates being used in the OTAP servers
7396,System Engineering,244678,Add Generation of PTP BLER CDR by RNC
7395,System Engineering,244682,Add Generation of Group BLER CDR by RNC
7365,System Engineering,246067,Incident Management Tools Trade Study
7364,System Engineering,246072,Understand current incident management tools and workflow
7362,System Engineering,246079,Implementation of incident management tool for MUOS
7333,System Engineering,249323,Frequency accuracy of the transmitted B2U Ka Band signal
7332,System Engineering,249350,UE Ka Doppler Model
7286,System Engineering,259557,Improve group data/multicast suitability: WF Buffering Improvements Implementation
7266,System Engineering,262648,Update IETM to describe effects of marking the feeder links inactive (ticket INC000002310319)
7265,System Engineering,262662,Investigate potential methods to mitigate adverse effects of marking the feeder links inactive (ticket INC000002310319)
7213,System Engineering,264343,"Assess the need & viability of software level monitoring, alarms, and recovery procedures"
7198,System Engineering,264572,Assess possible means to make OTA-FT service tolerant of WH RAF power outages
7187,System Engineering,266772,DMZ SIPRNET Router Changes from DISA
7175,System Engineering,267271,Investigate Failure of PDRs to Reestablish After Reset
7157,System Engineering,268707,Investigate how to detect when UE is gone and release resources
7129,System Engineering,271352,Determine best gain reduction to reduce Hadamard transform clipping
7128,System Engineering,272101,Prevent unauthorized users from running real time Splunk searches
7087,System Engineering,272509,Design PPA UI Cleanup due to absent CDRs/PM/FM data
7025,System Engineering,275845,BKM enhancements to reduce human error
7011,System Engineering,276113,Create Interim IETM Update for Bulk Key Management (BKM) Key Deletion Guidance
7001,System Engineering,278392,Research all elements to identify hardware failure alarms to be added to whitelist
6976,System Engineering,279245,Reselect Group Owner on Module Failure
6975,System Engineering,279250,Investigate Mitigation of User Service Impact for SSGN Failure
6974,System Engineering,279257,Investigate Mitigation of User Service Impact for GGSN Failure
6972,System Engineering,279290,Increase Robustness of RRC Connection Request
6946,System Engineering,282088,IETM clean-up post-OTRR
6945,System Engineering,282756,Allow beam-combining to be disabled in the analysis engine predictors
6943,System Engineering,283251,Issue with PPK Rollover when Additional Radios Are Added to Group
6935,System Engineering,283611,Develop improved Likelihood of Success output
6934,System Engineering,283613,Develop operational trending to update the Analysis Engine system configuration parameters
6919,System Engineering,288731,Non-redundant equipment section of IETM is out of date
6867,System Engineering,290983,Automate daily log collection and distribution
6821,System Engineering,292429,"Feature 292429 Define post-OTRR needs for AMS-GS, AWARE, HBSS & SPLUNK FCAPS integration"
6797,System Engineering,293728,Auto - Call – Provide updates for CCR DCR monthly metrics - WCDMA Call Bank Operation and service outage detection to TOFF
6793,System Engineering,293815,Auto - Call - Add HDR and MRAB calls to OTA Call Banks
6782,System Engineering,293862,Define correlation rules & synthesized (virtual) alarms for redundant equipment
6781,System Engineering,293863,Define alarm severity assignments based on service impact
6644,System Engineering,310297,TD 18-13: Unclass GDS: System Architecture Brief
6562,System Engineering,313740,Unclass GDS: System Architecture Development
6430,System Engineering,319663,Provisioning of EMCON users in analysis engine (Enabler)
6394,System Engineering,320679,Design OTA-FT service status
6334,System Engineering,321780,Investigate other System Impacts to support having any of the 5 MUOS Satellites (including spare) being assigned as one of the 4 active Satellites
6327,System Engineering,324501,Complete call flows work
6143,System Engineering,327793,Allow Deletion of a Group Key Set from a Terminal Profile (Enabler)
5912,System Engineering,330453,Relocation Ground Activities - Proposal support
5702,System Engineering,339182,Replace and Upgrade printers in the NMF
5380,System Engineering,351017,"HBSS: Develop, Implement, Test, and Deploy: ePO - Policy Auditor File Integrity (FIM) Module, Win2012R2 STIGs Update, HIPS Option Policy Findings"
5127,System Engineering,352946,OBS: Windows Server SHB Testing & Implementation Planning
5078,System Engineering,354646,OBS: PRC-155 Replacement Trade Study
5061,System Engineering,354847,OBS - AJM: Create Detail Execution Plan for AJM upgrade
5058,System Engineering,354855,OBS - MTC: Create Detail Execution Plan for MTC upgrade
5055,System Engineering,354864,Evaluate improvements to uplink flux management to better protect the Satellite LNA
4981,System Engineering,356968,OBS - AWARE & Call Banks: Transition Plan to Clustered Architecture VM environment
4829,System Engineering,363293,MGB enhancements
4774,System Engineering,363573,"Develop strategy for improving WCDMA, NMS, and GEO troubleshooting methodology/procedures"
4772,System Engineering,363784,Provide OTAP Server status information in Splunk index
4717,System Engineering,365245,SAR/Terminal Profile Screen Enhancements and Deletion of Notification Msgs (Enabler)
4716,System Engineering,365261,Delete PPA User Accounts (Enabler)
4624,System Engineering,368860,Canadian Foreign Military Sales (FMS) Planning Phase 1
4615,System Engineering,369618,OBS: Fiber Optic MUX Trade Study
4546,System Engineering,372270,OBS: Two Factor Authentication (2FA) Prototype Planning
4532,System Engineering,373090,Determine execution plan for TOFF metrics collection and reporting
4307,System Engineering,382134,Complete establishment of MUOS Core System Documentation baseline
4114,System Engineering,385422,"OBS - BAR: Design Backup, Archive, and Recovery System Solution"
4108,System Engineering,385428,"OBS - BAR: Prototype and Refactor Backup, Archive, and Recovery (BAR) System Solution in lab"
4107,System Engineering,385429,"OBS - BAR: Develop, Integrate, and Test Backup, Archive, and Recovery (BAR) System Solution into VLab"
4106,System Engineering,385430,"OBS - BAR: Analyze, Design, and Implement  Changes to FM System (Netcool) for  BAR System Solution"
4105,System Engineering,385431,"OBS - BAR: Analyze, Design, and Implement  Changes to Network Management  for  BAR System Solution"
4104,System Engineering,385432,"OBS - BAR: Develop Content for FRCB package for Backup, Archive, and Recovery (BAR) System Deployment"
4103,System Engineering,385433,"OBS - BRA: Create Complete set of Operation, Recovery, and Maintenance Procedures for the BRA solution"
4102,System Engineering,385434,OBS - BAR: Develop a Concept of Operation Document for the BAR solution
4101,System Engineering,385435,OBS - BRA: Create Training Package for the BRA solution
4100,System Engineering,385436,OBS - BAR: Complete and Release ILS Documentation for BAR Solution
4099,System Engineering,385437,OBS - BAR: Complete and Release As-Built documentation for BAR Solution
4033,System Engineering,387109,"Planning of the Service Management deliverables, procure HW and SW, install in labs and update artifacts"
4023,System Engineering,387244,OBS - HBSS: Integrate and Test FOUO HBSS solution into VLab 
4008,System Engineering,387446,Implement updates towards establishment of MUOS Essential System Documentation baseline
4007,System Engineering,387448,Implement updates towards establishment of MUOS Esential System Documentation Baseline
4006,System Engineering,387452,Implement updates towards establishment of MUOS Core System Documentation baseline
3997,System Engineering,388004,TD 19-18 Unclass GDS Analysis
3995,System Engineering,388053,OBS - PPA: Develop System Design for PPA Replacement
3923,System Engineering,389549,OBS - PPA: Create a Development Concept/Architecture for PPA Replacement
3902,System Engineering,389930,Installation and Validation of Out-of-the-box Service Management Capabilities
3898,System Engineering,389941,Installation and Validation of GFI-CMDB and generation of the final report
3893,System Engineering,389965,Updates to CMDB to reflect MUOS ground system
2990,System Engineering,1002036,TD 19-10 Service Management Additional Tasks - respond to questions from ATT
2646,System Engineering,1005740,OBS - DSN GW: Develop Capability Spec
2611,System Engineering,1006191,OBS - DSN GW: Develop Detailed System Design Artifacts
1556,System Engineering,1012748,Canada FMS Capability Spec Initial Draft
1499,System Engineering,1013032,Design Bulk Edit of User Service Profiles
1477,System Engineering,1013196,MUOS Service Management P2P service mapping based on MUOS ground system in SWIT and VLABs
1462,System Engineering,1013233,Design for User Service Profile Rekey Issues
1455,System Engineering,1013280,Plan forTO-6 Trade Studies
1451,System Engineering,1013284,Conduct and deliver TO-6 Trade Studies
1444,System Engineering,1013292,SME Support for Service Management Trade Studies
1385,System Engineering,1013496,Investigate PMW-146 Questions Related to Top Secret WCDMA Services
1012,System Engineering,1014362,TO-8 Unclass GDS Capability Spec
851,System Engineering,1014819,TO-8 Unclass GDS Capability Design
826,System Engineering,1015004,OBS - MS SQL: Create Capability Specification for SQL Server Replacement
825,System Engineering,1015005,OBS - Active MQ: Create Design for Active MQ Replacement
742,System Engineering,1015439,TO-6  Service Management - respond to questions from ATT
726,System Engineering,1015458,TO-6  Service Management - respond to questions from ATT
7622,TOFF,216660,Text/Email notifications for MHAL (Call Banks)
7619,TOFF,216697,Automate FTP of Site Log to G drive - Jenny/Shawn/Tony
7575,TOFF,220522,Improved Coverage Metrics (Call Banks)
7573,TOFF,220530,Reduction of Scheduled downtime (Call Banks)
7491,TOFF,232778,Call Bank Metrics Improvements
6794,TOFF,293814,Auto - Call – Provide low and high resolution PHY layer data logging in OTA Call Bank analysis and reporting (web)
6586,TOFF,311386,SCS - simplify troubleshooting of bad ranging data
6466,TOFF,319074,Feature 319074: Workstation Expansion Phase 3
6112,TOFF,328729,Investigate creating SCS troubleshooting data file in format for Splunk import
5920,TOFF,330208,Relocation: SCS/OAS impacts and support
5616,TOFF,343492,Update MAS SVD to support remote installation of NMS software
5133,TOFF,352732,Automate TOFF Metric Collection & Reporting via Splunk
5054,TOFF,354871,OBS - NAVSOC: OA Workstation upgrade
4946,TOFF,359983,SCS Work Placeholder
4730,TOFF,364632,"Rebase MPC r.1.3.21 to address SCS OA file server issues, update SVD, including all changes from R 1.4 deployment"
4720,TOFF,365208,  Implement MPC for Problem 338982: Update Windows 10 configuration for Splunk interface
4640,TOFF,368597,Investigate and provide recommendations to keep partitions from filling up on HSS and CSCF
4470,TOFF,377405,TOFF RT Logic PWI placeholder
4413,TOFF,380598,TFDU GTF module status data should be checked prior to assuming/initiating repair or replace action - IETM update
4389,TOFF,380916,"Update MM12WH account maintenance procedure to clean-up/empty ""/var/opt/mediation/online/counters"" directory"
3851,TOFF,390750,Fix baseline to correct IP address of NW secondary domain server
3684,TOFF,393391,Automate weekly manual task: CN CSA - CSCF/HSS Disk Space Maintenance
3676,TOFF,393793,MAS: Investigate MAS Registrar Out-of-Sync causes
3527,TOFF,395871,"Identify, Report, Prioritize, and Support to Incidents & Trouble Tickets (Recurring)"
3505,TOFF,396001,Deployment and on-site support of OSS-RC for PI16
3455,TOFF,396272,Capture & Communicate TOFF Metrics (Recurring)
3445,TOFF,396308,PI 14 PWI Triage/Assessment Support (Recurring)
3416,TOFF,396492,Address ProvBridge to HLR timeout during terminal provisioning
3045,TOFF,1001544,<Feature 1001544> Eliminate Firewall Disk Space Management routine maintenance procedure
2370,TOFF,1007569,TD 20-06: MUOS Space Support Enhanced Alternate Telemetry
1905,TOFF,1011001,Identify & Communicate Top Issues (Recurring)
1900,TOFF,1011070,PI 15 PWI Triage/Assessment Support (Recurring)
1845,TOFF,1011150,"Identify, Report, Prioritize, and Support to Incidents & Trouble Tickets (Recurring) - PI 15"
1074,TOFF,1014023,Implement the WCDMA Reliability Metric (CSSR) defined in PI-14 and track these Availability related metrics implemented in PI-14
955,TOFF,1014491,"Implement the WCDMA Reliability Metrics (Group Call CSSR) defined in PI-14, Define Retainability metrics and identify additional metrics to define for WCDMA services"
95,TOFF,1018204,TD 20-06: MUOS Space Support Enhanced Alternate Telemetry (part 2 of 2)
7517,Tools,232017,RBS: Implement Continuous Integration Build for RBS
7516,Tools,232019,Implement Continuous Integration Build for OSSRC
6810,Tools,293338,SWIT Dev Env (SDE) Create Developer WS VMs
6809,Tools,293371,RAN Dev Env (RDE) Network Upgrade of MUOS Tools - OSSRC migration
6732,Tools,297335,RAN Dev Env (RDE) Transition to Production Part 2
6676,Tools,303218,Improve Hard Drive Generation Method
5676,Tools,340486,ODE Network Post-Upgrade Optimization
5386,Tools,350499,RDE Obsolescence Refresh for Solaris 10 and Solaris 11
4724,Tools,365133,RAN Environment Virtualization for HW Failures- Contingency
4489,Tools,375936,Investigate DevOps Capabilities for Tools Team
3858,Tools,390441,Enhance and Optimize MUOS Build and Release Process Part 2
3419,Tools,396415,Tools Team Support / LOE for SDE/ODE Environment in PI 14
3418,Tools,396437,Tools Team Support / LOE for RAN/RDE Environment in PI 14
3240,Tools,1000254,Trade Study and Prototype New Source Code repository and build tools
3119,Tools,1000847,Update MUOSRel App68
3098,Tools,1001062,RAN Dev Env (RDE) Post Transition Cleanup
2946,Tools,1002583,Tools Team Support / LOE for SDE/ODE Environment in PI 15
1519,Tools,1012996,Tools Team Support / LOE for RAN/RDE Environment in PI 15
7324,UX,251276,Improve effectiveness of Splunk dashboard navigation
7628,WWTS,216621,UE Cannot Initiate PtP services or Perform Re-Authentication when a Site has Lost Network Communication with a Switching Facility.
7623,WWTS,216659,FACH Mobility Issue - R3.1 57-006 Regression Failure
7620,WWTS,216676,Automate Factory Logging - Complete MUOS Application Server Log Collection scripts
7610,WWTS,217039,Waveform Changes to improve PtN Mobility
7581,WWTS,219764,Maintain Established GNLs
7571,WWTS,220613,Automate Factory Logging - Password Management
7570,WWTS,220618,Automate Factory Logging - Analysis Reports
7569,WWTS,220621,Automate Factory Logging - Complete Extreme Switch Log Collection scripts
7568,WWTS,220625,Automate Factory Logging - Scheduler
7560,WWTS,221231,Automate ETISP Log Collection
7559,WWTS,221244,Automate Factory Logging - Complete IETM updates for Automated Factory Logging
7558,WWTS,221251,Stretch: Automate Factory Logging - Complete TPM SVD updates to install expect (Continue from PI2)
7534,WWTS,225449,Reliability in 64k PtP Flow data transmissions.
7496,WWTS,232350,Update RNC SVD To Manually Sync NMS/PPA After Scratch Install
7394,WWTS,244696,Integrate Alarm/Event Send Interface into Group Load Modules
7363,WWTS,246077,Understand industry best practices and how to adopt better practices
7174,WWTS,267325,Investigate Incorrect Generation of P2P Collection Interval Timeout CDRs
7156,WWTS,270346,RNC: GSLN Preemption Warning Not Sent to Group Following Normal Preemption
6961,WWTS,279303,"Investigate B2U Power control, Initial dpch/cpich ratio should not exceed max b2u power"
6960,WWTS,279306,Investigate and Solve NBAP Radio Link Setup msg short in some cases
6926,WWTS,288136,Investigate Failure of Responses from Central GNH to NMS Provisioning Commands
6879,WWTS,290929,Implement changes to P2P CIT CDR generation
6855,WWTS,291008,Implement Extracting Alarm Condition via Log Parsing
6854,WWTS,291060,Implement changes to Central GNH to NMS responses
6808,WWTS,293392,INC000002452979: WH - Provisioned P2P and P2N MDR Exceeded
6704,WWTS,302184,RANI administrator account expires in 35 days
6646,WWTS,310018,Unclass GDS: Waveform Architecture Investigation
6645,WWTS,310295,Unclass GDS: Waveform Development
6423,WWTS,319806,IETM Update to modify Group Min Power for EMCON Groups with a SAR edit
5904,WWTS,331371,Create RANI O-Level IETM to monitor and recover network connection
5891,WWTS,331885,Investigate RANI network connection between the RANI CIF at WH and the remote RIFs
5853,WWTS,332951,Add/update IETM alarm recovery procedures for RBS alarms (5 of 6)
4956,WWTS,358884,IETM recovery procedures for RNC alarms [O-Level - Needs Updates]
4834,WWTS,363031,Feature 363031: Techeval - Investigate Queueing Responses Radio Congestion Test
4833,WWTS,363050,Feature 363050: Techeval - AARM Response
4832,WWTS,363053,Feature 363053: Techeval - AARM Trigger Levels
4709,WWTS,366163,OTA Radios experience high levels of LOCAL ABNORMAL RELEASE errors per trouble tickets
4347,WWTS,381603,Investigate Central GNH Module Registration Failure
4346,WWTS,381606,Investigate Group Provisioning .DAT Failure
4345,WWTS,381608,Implement Module Group Provisioning Changes (Traces only)
4343,WWTS,381627,Implement Central GNH Module Registration Failure Changes
4328,WWTS,381659,Implement Group Provisioning .DAT Failure Changes
3994,WWTS,388076,WF PWI Burn down
3683,WWTS,393397,Automate weekly manual task : Check disk space on RCG Server
3400,WWTS,396669,Add/update IETM alarm recovery procedures for RCG alarms Part 2
2999,WWTS,1001912,WF PWI Burn down - Group
2945,WWTS,1002606,RCG Logging Info Level Update
2935,WWTS,1002621,RCG Logging Debug-Trace Level Updates
2833,WWTS,1004171,Implement Group Provisioning Change
2575,WWTS,1006376,MAMA2 Cleanup (including fix for PWI 1006103)
2002,WWTS,1009453,Determine Cause of DL Power Spikes causing RNC Congestion
1483,WWTS,1013136,Burn Down the WF PWI Backlog with Priority
699,WWTS,1015565,Add/update IETM alarm recovery procedures for RBS alarms (6 of 6)
696,WWTS,1015603,Add/update IETM alarm recovery procedures for RCG alarms Part 3
621,WWTS,1015911,Implement Solution for the DL Power Spike
489,WWTS,1016616,IRM Approved WF PWI backlog Queue

